time,distance,health,x,y,z,holdout,holdout_time,police,camera_position_error,camera_angle_error,drift
0.09999847,-1,11330,240,0.12,168.78,False,0,0,0,0,0
0.5207558,-1,11330,240,0.12,172.0562,False,0,0,0,0,0
1.001751,-1,11330,240,0.12,175.8003,False,0,0,0,0,0
1.511398,-1,11330,240,0.12,179.8564,False,0,0,0,0,0
2.00692,-1,11330,240,0.12,183.7566,False,0,0,0,0,0
2.520058,-1,11330,240,0.12,187.6567,False,0,0,0,0,0
3.018005,-1,11330,240,0.12,191.5569,False,0,0,0,0,0
3.509468,-1,11330,240,0.12,195.457,False,0,0,0,0,0
4.016769,-1,11330,240,0.12,199.3572,False,0,0,0,0,0
4.507832,-1,11330,240,0.12,203.2573,False,0,0,0,0,0
5.015553,-1,11330,240,0.12,207.1575,False,0,0,0,0,0
5.502518,-1,11330,240,0.12,210.9016,False,0,0,0,0,0
6.012405,-1,11330,240,0.12,214.9578,False,0,0,0,0,0
6.519192,-1,11330,240,0.145,218.8579,False,0,0,0,0,0
7.014278,-1,11330,240,0.145,222.7581,False,0,0,0,0,0
7.511749,-1,11330,240,0.145,226.6582,False,0,0,0,0,0
8.001202,-1,11330,240,0.145,230.4023,False,0,0,0,0,0
8.508266,-1,11330,240,0.145,234.4585,False,0,0,0,0,0
9.014252,-1,11330,240,0.145,238.3586,False,0,0,0,0,0
9.522465,-1,11330,240,0.145,239.2947,True,0.397056,0,0,0,0
10.0237,-1,11330,240,0.145,239.2947,True,0.8982906,0,0,0,0
10.50721,-1,11330,240,0.145,239.2947,True,1.381797,0,0,0,0
11.01893,-1,11330,240,0.145,239.2947,True,1.893518,1,0,0,0
11.51312,-1,11330,240,0.145,239.2947,True,2.387711,1,0,0,0
12.00601,-1,11330,240,0.145,239.2947,True,2.880601,2,0,0,0
12.50908,-1,11330,240,0.145,239.2947,True,3.383671,2,0,0,0
13.00001,-1,11330,240,0.145,239.2947,True,3.874601,2,0,0,0
13.51204,-1,11330,240,0.145,239.2947,True,4.386629,3,0,0,0
