coin	int	True	3007	
jewel	int	True	0	
upgrade_lv_1	int	True	1	
upgrade_lv_2	int	False	0	
upgrade_lv_3	int	False	0	
upgrade_lv_4	int	False	0	
upgrade_lv_5	int	False	0	
upgrade_lv_6	int	False	0	
upgrade_lv_7	int	False	0	
upgrade_lv_8	int	False	0	
upgrade_lv_9	int	False	0	
upgrade_stat_ATT	float	True	4	
upgrade_stat_type_ATT	int	True	0	
upgrade_stat_HP	float	True	0	
upgrade_stat_type_HP	int	True	0	
upgrade_stat_ATT_SPEED	float	True	0	
upgrade_stat_type_ATT_SPEED	int	True	1	
upgrade_stat_PROJECTILE_SPEED	float	True	0	
upgrade_stat_type_PROJECTILE_SPEED	int	True	1	
upgrade_stat_BOSS_DAMAGE	float	True	0	
upgrade_stat_type_BOSS_DAMAGE	int	True	1	
upgrade_stat_COIN_BONUS	float	True	0	
upgrade_stat_type_COIN_BONUS	int	True	1	
upgrade_stat_HP_REGEN	float	True	0	
upgrade_stat_type_HP_REGEN	int	True	0	
upgrade_stat_TUNGTUNGTUNG	float	True	0	
upgrade_stat_type_TUNGTUNGTUNG	int	True	1	
upgrade_stat_BOOMBAR	float	True	0	
upgrade_stat_type_BOOMBAR	int	True	1	
cosmetic_owned_skin_original	int	True	1	
cosmetic_owned_skin_coral	int	False	0	
cosmetic_owned_skin_ice	int	False	0	
cosmetic_owned_skin_sand	int	False	0	
cosmetic_owned_skin_armor	int	False	0	
cosmetic_owned_skin_raider	int	False	0	
cosmetic_owned_skin_relic	int	False	0	
cosmetic_owned_skin_diver	int	False	0	
cosmetic_owned_shoes_original	int	True	1	
cosmetic_owned_shoes_ruby	int	False	0	
cosmetic_owned_shoes_mint	int	False	0	
cosmetic_owned_shoes_gold	int	False	0	
cosmetic_owned_shoes_steel	int	False	0	
cosmetic_owned_shoes_spring	int	False	0	
cosmetic_owned_shoes_relic	int	False	0	
cosmetic_owned_shoes_salvage	int	False	0	
cosmetic_owned_hat_none	int	True	1	
cosmetic_owned_hat_cap	int	False	0	
cosmetic_owned_hat_bucket	int	False	0	
cosmetic_owned_hat_tophat	int	False	0	
cosmetic_owned_hat_goggles	int	False	0	
cosmetic_owned_hat_diver	int	False	0	
cosmetic_owned_hat_pirate	int	False	0	
cosmetic_owned_hat_relic	int	False	0	
cosmetic_equipped_Skin	string	True	0	c2tpbl9vcmlnaW5hbA==
cosmetic_equipped_Shoes	string	True	0	c2hvZXNfb3JpZ2luYWw=
cosmetic_equipped_Hat	string	True	0	aGF0X25vbmU=
