time,distance,health,x,y,z,holdout,holdout_time,police,camera_position_error,camera_angle_error,drift
0.09999847,-1,11330,240,0.12,168.78,False,0,0,0,0,0
0.5042038,-1,11330,240,0.12,171.9001,False,0,0,0,0,0
1.010986,-1,11330,240,0.12,175.8003,False,0,0,0,0,0
1.503738,-1,11330,240,0.12,179.7004,False,0,0,0,0,0
2.008041,-1,11330,240,0.12,183.6006,False,0,0,0,0,0
2.521477,-1,11330,240,0.12,187.6567,False,0,0,0,0,0
3.00779,-1,11330,240,0.12,191.4009,False,0,0,0,0,0
3.500061,-1,11330,240,0.12,195.301,False,0,0,0,0,0
4.007988,-1,11330,240,0.12,199.2012,False,0,0,0,0,0
4.501251,-1,11330,240,0.12,203.1013,False,0,0,0,0,0
5.011154,-1,11330,240,0.12,207.0015,False,0,0,0,0,0
5.50795,-1,11330,240,0.12,210.9016,False,0,0,0,0,0
6.012726,-1,11330,240,0.12,214.8018,False,0,0,0,0,0
6.505844,-1,11330,240,0.145,218.7019,False,0,0,0,0,0
7.020248,-1,11330,240,0.145,222.7581,False,0,0,0,0,0
7.50679,-1,11330,240,0.145,226.5022,False,0,0,0,0,0
8.00206,-1,11330,240,0.145,230.4023,False,0,0,0,0,0
8.522713,-1,11330,240,0.145,234.4585,False,0,0,0,0,0
9.006714,-1,11330,240,0.145,238.2026,False,0,0,0,0,0
9.504036,-1,11330,240,0.145,239.2947,True,0.3616261,0,0,0,0
10.01382,-1,11330,240,0.145,239.2947,True,0.8714156,0,0,0,0
10.50121,-1,11330,240,0.145,239.2947,True,1.358794,0,0,0,0
11.00758,-1,11330,240,0.145,239.2947,True,1.865174,1,0,0,0
11.52197,-1,11330,240,0.145,239.2947,True,2.379561,1,0,0,0
12.00878,-1,11330,240,0.145,239.2947,True,2.866373,2,0,0,0
12.50014,-1,11330,240,0.145,239.2947,True,3.357724,2,0,0,0
13.00816,-1,11330,240,0.145,239.2947,True,3.865743,2,0,0,0
13.51009,-1,11330,240,0.145,239.2947,True,4.367678,3,0,0,0
14.01445,-1,11330,240,0.145,239.2947,True,4.872043,3,0,0,0
14.51101,-1,11330,240,0.145,239.2947,True,5.3686,4,0,0,0
15.00401,-1,11330,240,0.145,239.2947,True,5.861604,4,0,0,0
15.50413,-1,11330,240,0.145,239.2947,True,6.361721,5,0,0,0
16.00338,-1,11330,240,0.145,239.2947,True,6.860973,5,0,0,0
16.52057,-1,11330,240,0.145,239.2947,True,7.378159,6,0,0,0
17.0249,-1,11330,240,0.145,239.2947,True,7.882491,6,0,0,0
